id,body,subject,category,action
194e31b12e099509,"[image: Google]
Windows에서 새로 로그인함
booduck0212@naboocamp.ac.kr
Windows 기기에서 내 Google 계정에 새로 로그인했습니다. 직접 로그인한 것이 맞다면 아무런 조치를 취하지 않아도 됩니다.
본인이 아니라면 안내에 따라 계정을 보호하세요.
활동 확인

다음 페이지에서 보안 활동도 확인할 수 있습니다.
https://myaccount.google.com/notifications
이 이메일은 Google 계정 및 서비스의 중요한 변경사항을 알려드리기 위해 발송되었습니다.
© 2024 Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA 94043, USA
",보안 알림,other,read only
194e31a8c1f2f30f,"[image: Google]
Windows에서 새로 로그인함
booduck0212@naboocamp.ac.kr
Windows 기기에서 내 Google 계정에 새로 로그인했습니다. 직접 로그인한 것이 맞다면 아무런 조치를 취하지 않아도 됩니다.
본인이 아니라면 안내에 따라 계정을 보호하세요.
활동 확인

다음 페이지에서 보안 활동도 확인할 수 있습니다.
https://myaccount.google.com/notifications
이 이메일은 Google 계정 및 서비스의 중요한 변경사항을 알려드리기 위해 발송되었습니다.
© 2024 Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA 94043, USA
",보안 알림,other,read only
194e3181a1674d8e,"[image: Google]
Mac에서 새로 로그인함
booduck0212@naboocamp.ac.kr
Mac 기기에서 내 Google 계정에 새로 로그인했습니다. 직접 로그인한 것이 맞다면 아무런 조치를 취하지 않아도 됩니다. 본인이
아니라면 안내에 따라 계정을 보호하세요.
활동 확인

다음 페이지에서 보안 활동도 확인할 수 있습니다.
https://myaccount.google.com/notifications
이 이메일은 Google 계정 및 서비스의 중요한 변경사항을 알려드리기 위해 발송되었습니다.
© 2025 Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA 94043, USA
",보안 알림,other,read only
194e315a0ba21c8b,"네부캠대학교 에코업혁신융합대학사업단에서는 *""에코업 리더십 개발 캠프""* 참가자를 모집하고자 합니다.


학생분들의 많은 관심과 참여 부탁드립니다.
<figure id='0'><img style='font-size:22px' alt=""에코업혁신융합대학사업단
에코업
리더십
개발 캠프
학생 모집
2025.2.13.(목) ~ 2025.2.14.(금)"" data-coord=""top-left:(11,0); bottom-right:(1242,1042)"" /></figure><p id='1' data-category='paragraph' style='font-size:20px'>프로그램명</p><br><h1 id='2' style='font-size:16px'>에코업 리더십 개발 캠프</h1><h1 id='3' style='font-size:20px'>프로그램 기간</h1><br><h1 id='4' style='font-size:16px'>'25. 2. 13.(목) ~2. 14.(금)</h1><p id='5' data-category='paragraph' style='font-size:18px'>신청 기간<br>~2. 7.(금)</p><br><h1 id='6' style='font-size:20px'>프로그램 주요 내용</h1><br><p id='7' data-category='paragraph' style='font-size:16px'>직업심리검사(MBTI), ESG 특강,<br>증명사진 촬영 지원, 선배와의 만남 등</p><p id='8' data-category='paragraph' style='font-size:20px'>신청 폼</p><br><p id='9' data-category='paragraph' style='font-size:20px'>교육 대상</p><br><h1 id='10' style='font-size:16px'>네부캠대학교 학부생 누구나!</h1><p id='11' data-category='paragraph' style='font-size:20px'>선발 안내</p><br><p id='12' data-category='paragraph' style='font-size:14px'>'25. 2. 7.(금) 개별 안내</p><p id='13' data-category='paragraph' style='font-size:20px'>교육 장소</p><br><p id='14' data-category='paragraph' style='font-size:14px'>서울 소재지 호텔<br>[인원 수에 따라 변경될 수 있음)</p>
",[에코업] 에코업 리더십 개발 캠프 참가자 모집(~2/7선착순마감),other,read only
194e312790654a62,"안녕하세요


2025년도 제1학기 BK지원대학원생 선발 결과를 안내드립니다.


귀 학생은 2025년 제1학기 BK지원대학원생으로 선발되셨습니다. 축하합니다.


한 학기 동안 사업단에 제출한 연구 계획 및 일정에 따라 성실하게 연구 활동에 전념해주길 당부합니다.


더불어, 사업단이 주관하는 각종 행사에 적극적으로 참여해 주시길 부탁드립니다.



4단계 BK21 세계 역사학계를 선도하는 한국 정보 혁신인재 교육연구단 드림



====================================

NAVER BOOSTCAMP UNIVERSITY

세계 정보 통신계를 선도하는 한국 정보 혁신인재 교육연구단


(우) 08888 서울시 관악구 관악로1

정보대학
77동 111호

Tel. 02-888-6789

====================================
",[정보학과BK] 2025년도 제1학기 지원대학원생 선발결과 안내드립니다.,administration,read only
194e310b383c726b,"'2025 지역 창업 솔버톤 대회 데모데이'에 여러분을 초대합니다!

'2025 지역 창업 솔버톤 대회'는 지역 창업 인재들의 우수한 창업 아이디어를 발굴하고 지원하기 위해 전국 대학 창업 지원 9개
기관이 공동으로 개최하는 행사입니다.
데모데이는 서울특별시 강남구에 위치한 한국과학기술회관에서 개최되며, 지역 예선을 통과한 스타트업 30개팀과 투자자, 심사역 등의 30인
심사위원이 참여합니다. 또한 '지역 창업 활성화'를 위한 키노트스피치와 토크콘서트도 준비되어있습니다.

많은 분들께서 참가하셔서, 지역 스타트업으로 성장하는 스타트업을 응원해주시고 다양한 분야의 인사이트와 네트워크도 얻어가시기
바라겠습니다. 현장 등록이 가능하오나 사전 등록이 권장되오니 참석하실 분들은 아래 링크에서 신청하여 주시기 바랍니다.


* 행사명: 2025 지역 창업 솔버톤 대회 데모데이
* 주최: 서울대학교 대학연대 지역인재양성 사업단
* 공동주관: 강원대학교 KNU창업진흥원, 국립순천대학교 창업지원단, 부산대학교 창업지원단, 서울대학교 창업지원단,
울산과학기술원(UNIST) 산학협력단, 전북대학교 창업지원단, 제주대학교 창업지원단, 포항공과대학교(POSTECH) 산학처,
한국에너지공과대학교(KENTECH) 가치창출센터
* 장소: 한국과학기술회관 국제회의실 (강남역 12번 출구에서 300m)
* 대상: 창업에 관심 있는 누구나
* 일시: 2월 20일(월)
* 순서:
10:00~16:00 부스 전시
10:00~10:30 오프닝 및 심사위원 소개
10:30~12:00 IR 피칭 (30개 스타트업)
14:00~16:00 키노트 스피치, 토크 콘서트

* 사전 신청 링크(~2월 16일 14시 기한):
https://docs.google.com/forms/d/13V7b4QyxVoYNfKu1Xo7lvDhG4M9x9VT0U_4nClNe4I0/viewform?edit_requested=true
",[기타]2025 지역 창업 솔버톤 대회 데모데이 초청,other,read only
194e30c2be7b0012,"부덕 박사님, 안녕하세요.

보내주신 제안서 초안 잘 확인했습니다. 내용 정리가 잘 되어 있어서, 내부적으로도 검토가 순조롭게 진행될 것 같습니다.

본격적인 진행 일정을 조율하기 위해 이번 주말 또는 다음 주 초에 간단히 미팅 시간을 잡고 싶습니다. 박사님께서 편하신 시간대
알려주시면, 일정을 확정하여 회의 초대를 보내드리겠습니다.

추가로 논의가 필요한 자료나 궁금한 점 있으면 미리 말씀해 주시면 감사하겠습니다.
그럼 회신 기다리겠습니다.

*쿠자율 드림*

   - KUA자동차 R&D부 과제 담당
   - Tel: 02-3333-1212
   - E-mail: autodrive@kua-auto.co.kr
",KUA자동차 과제 제안서 초안 검토 및 미팅 일정 협의,academic,action needed
194e309f9ec720ee,"부덕 박사님, 안녕하세요.
KUA자동차 연구개발부에서 이번 과제 담당하고 있는 쿠자율입니다.

지난번 협의드린 과제 제안서와 관련하여, 요구사항 자료를 정리한 첨부파일을 보내드립니다.
내용 검토 후 초안 작성에 참고 부탁드립니다.

초안이 준비되시면 전체 진행 일정 및 세부 사항을 논의하고자 하오니, 편하실 때 회신 부탁드립니다.
추가로 문의 사항이 있으시거나 필요한 자료가 있다면 언제든 말씀 주세요.

감사합니다.

*쿠자율 드림*

   - KUA자동차 R&D부 과제 담당
   - Tel: 02-3333-1212
   - E-mail: autodrive@kua-auto.co.kr
",KUA자동차 과제 제안서 관련 요구사항,academic,action needed
194e30413ceac5cf,"어제 카톡에서 얘기한 과제 제안서 말인데, 기업 쪽에서 요구사항 정리가 오면 그 자료 참고해서 초안 좀 작성해봐. 이번 주말 정도까지
한 번 볼 수 있게 해주면 좋겠다.


유채은
- 네부캠대학교 정보학과 교수
- Tel: 010-3939-7878
- E-mail: canolayoo@naboocamp.ac.kr
",KUA자동차 과제 제안서 작성 관련,academic,action needed
194e2fc99430bd98,"안녕하십니까 정보학과 학생회장 우선유입니다.

 먼저 이번 학술제를 더욱 풍성하게 만들기 위해 저희 학생회가 준비한 랩투어 활동에 적극적으로 도움을 주신 각 연구실 여러분께
감사드립니다.

 일전에 전달해드린데로 랩투어 시작 시간은 10:00이고 4개 조로 나누어서 진행할 예정입니다. 각 연구실에서는 간단하게 연구실 소개
(진행하는 연구 및 실험, 주로 사용하시는 실험 기법, 진로 등)를 해주신 후 저희가 사전에 준비한 질문에 대한 답변을 해주시면
됩니다.

 4개 조로 나눈것이 다소 번거로울 수 있으나 교수님 및 학과 조교님과의 회의를 통해 학부생에게 더 효과적인 방향으로 결정된 것이니
부디 이해해주시길 바랍니다.

 여러분들의 노고에 다시 한번 감사드립니다. 문의사항등은 이 메일 주소로 메일 주시면 답변 드리도록 하겠습니다.
",[네부캠대 정보학과] 학술제 오픈랩 관련 공지,academic,action needed
194e2faf9058a111,"안녕하십니까. 정보학과 학생회장 우선유, 부학생회장 준혜안입니다.

다름이 아니라 학술제와 관련하여
연구실에 여쭤볼 게 있어 메일을 드리게 되었습니다.

저번에 정보학과 학술제 초대장 및 타임라인을 전달드렸는데,
혹시 각 연구실이 학술제 및 간담회(학술제 뒷풀이)에 참여가 가능하실지,
참여하신다면 몇 명 정도 참여가 가능하실지
참여 여부를 여쭙고 싶어 메일을 드리게 되었습니다.

연구실별
1. 학술제 참여 여부 및 참여자 명단
2. 간담회(학술제 뒷풀이) 참여 여부 및 참여자 명단

이 두 가지를 메일로 회신해주시면
보다 원활한 행사 진행에 도움이 될 것 같아 부탁을 드리고자 합니다.


많이 바쁘시지만 정보학과 학생들이 열심히 준비한
학술제 연구 발표를 진행하오니 와주셔서 많은 조언을 해주신다면
더욱더 뜻깊은 학술제가 될 것 같아 시간이 되신다면 많은 참여 부탁드립니다.

바쁘신와중에도 학과 행사에 많이 도움을 주시고 협조해주셔서 늘 감사드립니다.

- 정보학과 학생회장 우선유, 부학생회장 준혜안  올림
",[네부캠대 정보학과] 학술제 및 간담회 참여 여부,academic,action needed
194e2f8a6303ffb0,"안녕하십니까. 정보학과 학생회장 우선유입니다.

먼저 앞서 보낸 오픈랩(=랩투어) 행사 관련 공지 메일과 관련하여
문의 메일들을 받게 되었고, 문의해주신 사항들이 저희가 처음에 보낸 메일에
미처 보내지 못한 중요한 내용들이라고 생각이 되어

문의사항에 대한 답변 및 추가적인 오픈랩 행사 진행 관련 사항에 대해
전체 공지 및 안내를 해야될 것 같아 메일을 한번 더 보내게 되었습니다.

오픈랩 행사 진행 관련하여 정해진 사항은 다음과 같습니다.

- 일시 : 2025년 2월 12일 오전 10:00~오전 11:00

- 오픈랩 참여 학부생 : 총 4조로 나누어 진행 (각 조당 10명 내외)

- 오픈랩 사전 질문
  1) 오픈랩 행사 참여 학부생 대상 사전질문 조사 구글폼 배부
       -> ~ 2/5, 오후 6시 마감
  2) 집행부 내부에서 사전 질문 취합 및 정리
  3) 각 연구실에 사전질문 전달
       -> 메일로 전달 예정
       -> 금요일(2/7) 오전에 전달 예정
           (일정 지연이 발생하면 늦어도 2/10 오후 2시전에 전달 예정)
           (연구실별로 나온 사전 질문 전달 예정)

- 연구실별로 오픈랩 진행 시간 및 진행 내용
  1) 진행 시간 : 한 연구실당 7분
  2) 진행 내용
        : 연구실에서 진행하는 연구 및 실험, 주로 사용하는 실험 기법, 진로 -> 5분
          사전 질문 답변 , 현장 질문 -> 2분
          * 대략적인 진행 내용 및 시간을 임의로 정한 것이니
             연구실에서 자유롭게 조정하셔서 진행하시면 됩니다!
          * 한 연구실 당 7분이라는 총 시간만 맞추시면 됩니다.
          * 7분보다 많은 시간이 소요되면 부득이하게도 이후 행사가 지연되어
             행사 진행에 어려움이 있을 수 있어 인솔팀이 이동해야한다고
             말할 수 있습니다.. 많은 시간을 확보하지 못해 죄송하고
             이 점 양해 부탁드립니다....
",[네부캠대 정보학과] 오픈랩 행사 관련 전체 공지,academic,read only
194e2f525110b087,"안녕하십니까. 정보학과 학생회장 우선유입니다.

공통 질문과 각 연구실별 궁금한 질문사항들을 조사하였는데
연구실별 질문 사항들이 진로, 역량 등 비슷한 사항이라
전체 메일로 전달드립니다.

공통 질문
1. 대학원 입시 과정 및 준비해야할 것
2. 대학원에 가면 듣는 수업
3. 학부생일때와 학비 비교
4. 대학원생의 하루 일과는 어떤지
5. '정보대는 대학원이 필수다.'라는 말을 어떻게 생각하시는지
6. 실험실 선택 시 제일 중요하게 생각하셨던 요소들
7. 해외로도 대학원 및 취업을 많이 하시는지

연구실별 질문
1. 연구실에서 원하는 인재상
2. 대학원 졸업 후 취업 및 진로

사전질문은 위와 같고,
집행부에서 부탁드렸던 연구실 소개 내용과
중복되는 질문은 연구실 소개하실때 통합해서
말씀해주시면 될 것 같습니다.

학부생들이 현장 추가 질문이 있으면
간단하게 답변해주시면 감사할 것 같습니다.

아울러 내일 당일 현장 진행 상황 및
이후 스케줄 변동으로 인해
오픈랩 연구실별 7분으로 예정되어있던 시간이 6분정도로 감소될 수 있고,
현장에서 변경되었을 경우 현장 인솔팀원이
시간 감소 등의 변경사항 전달드릴 예정이니 이 점 양해 부탁드립니다.

처음 진행 및 시도하는 행사라 많은 시행착오가 있어
많은 양해를 구하게 된 점 죄송하고 감사합니다.

- 정보학과 학생회장 우선유 올림.
",[네부캠대 정보학과] 학술제 오픈랩 사전질문 관련 추가 공지,academic,read only
194e2f16e3fde487,"박부덕 조교님께,

조교님, 답장 감사드립니다. 그러면 별도로 확인하지 않아도 괜찮을 것 같습니다.
한 학기 동안 수고 많으셨습니다. 감사합니다.

호채이 올림.
",RE: RE: [응용파동광학] 시험지 확인 문의드립니다,administration,read only
194e2f0965da81ab,"박부덕 조교님께,

조교님, 안녕하세요. 응용파동광학 수강생 호채이입니다. (학번: 20211234)
제가 급한 일로 본가에 내려가게 되어 월요일 클레임 세션에 참석하지 못하게 되어 연락드리게 되었습니다.

혹시 원격으로 시험지 또는 문항별 점수를 확인할 수 있는 방법이 있을까요?
만약 어려우시다면 말씀만 주셔도 감사드리겠습니다.

즐거운 주말 보내시고, 바쁘신데 메일 확인해주셔서 감사드립니다.
감사합니다!

호채이 올림.
",[응용파동광학] 시험지 확인 문의드립니다,administration,action needed
194e2ef286fe8c4d,"안녕하세요, 박부덕 조교님.

보내주신 메일 확인하였으며, 먼저 제 불찰로 인해 실습 코드가 외부에 공개된 점 정말 죄송합니다.

말씀해주신 내용을 바탕으로 *해당 코드는 즉시 GitHub에서 삭제 처리*하였으며, 추가로 문제될 소지가 있는 부분이 있는지 확인
중입니다.

이번 일로 인해 불편을 끼쳐드려 정말 죄송합니다. 혹시라도 추가적으로 처리해야 할 사항이나 문제가 발견되면 즉시 조치하겠습니다.

감사합니다.
안혜준 드림
",RE: 깃허브 및 개인 홈페이지 관련 문의 메일,other,read only
194e2eda0fa4a5ce,"네, 채점에 별다른 문제가 없었는지요?

문제가 없었다면 KLMS에 성적을 공지해 주시기 바랍니다. 이후, 클레임이 있는 학생들의 의견을 수렴한 뒤, 정해진 기간 내에 성적을
확정하면 될 것 같습니다.

민캠퍼 드림
",Re: [PH621] 응용파동광학 기말고사 채점 완료,administration,action needed
194e2ec52174eb7e,"답안지는 별도로 제공되지 않으며, 홈페이지에 공개하지 않을 예정입니다. 다만, 시험지를 수령한 후 답안에 대해 논의하는 것은
가능합니다. 문제 자체는 어렵지 않으므로 기준을 정해 채점하시면 될 것 같습니다.
혹시 채점 기준이나 해답 중 명확하지 않은 부분이 있다면 언제든지 저에게 알려주세요. 채점 자체는 되도록 빠른 것이 좋겠습니다 (이번
주 일요일 정도?).

민캠퍼 드림
",Re: [PH621] 응용파동광학 기말고사 채점 관련,administration,action needed
194e2ead837b50a2,"내일 기말고사 시험지입니다. 문제 있는 경우 알려주세요.

시험 진행 시 문제가 있는 경우, 010-1234-5678로 전화 주세요.

민캠퍼 드림
",[PH621] 응용파동광학 기말고사 시험지 확인,administration,action needed
194e2e88da552d43,"다른 강의실과 수용 인원이 비슷하지 않은가요?

확인 후 알려주세요. 빨리 알려주셔야 강의실 공지를 올릴 수 있습니다.

민캠퍼 드림
",Re: [PH621] 응용파동광학 기말고사 시험 강의실 관련,administration,action needed
194e2e56a9cb3c7c,"안녕하세요, 학적팀 류이열입니다.

창의관 202호 배정하였습니다.
다음부터는 과목번호, 과목명, 담당교수님 성함, 시작시간, 종료시간, 수강인원 정보를 이메일로 보내주시기 바랍니다.
(정규 수업/시험의 경우 신청서 양식 제출 불필요)

감사합니다.
류이열 드림

*류이열* Eyeol, Ryu
학적팀 / Academic Registrar's Team
",RE: 창의학습관 강의실 예약 관련 문의 - 정보학과 박부덕,administration,read only
194dfd94f9743bd1,"[image: GitHub]How to get started with GitHub Copilot.


[image: GitHub Copilot]
Welcome to GitHub Copilot.
Here’s how to get started.

You now have access to GitHub Copilot in VS Code and github.com for free as
part of your GitHub user account—and that includes support for models from
OpenAI and Anthropic.
Ask Copilot how to get started 

What’s included:

   - 2,000 intelligent code completions a month: Get context-aware code
   suggestions that draw context from your GitHub projects and VS Code
   workspace.
   - 50 Copilot Chat messages a month: Ask Copilot for help understanding
   code, refactoring something, or debugging an issue.
   - Choose your AI model: Pick between Claude 3.5 Sonnet or OpenAI GPT-4o.
   - Make changes to multiple files with Copilot Edits: Tackle changes
   across multiple files with Copilot Edits.
   - Support for the Copilot Extensions ecosystem: Access third-party
   agents designed for tasks such as querying Stack Overflow or searching the
   web with Perplexity.
   - Choose where you build: Enjoy support in VS Code and across GitHub.

So, what will you build?

P.S. - Not sure where to start?
Try these Copilot Chat prompts


Copilot Settings
*GitHub Copilot will show code suggestions that match public code
,
including code references in the VS Code and github.com 
experience. GitHub and affiliates may use your data for product
improvement. You can adjust both data use and public matching code
suggestion settings in your Copilot Settings
.*


Privacy policy 
 ・ Terms of use

 ・ Contact us 




GitHub, Inc. ・88 Colin P Kelly Jr Street ・San Francisco, CA 94107
",GitHub Copilot: What’s in your free plan 🤖,other,read only
194dfd33e8b5fdc0,"안녕하세요. 퀸카피 입니다.

스캔파일 입니다.
원본은 내일 오후에 찾으러 오시면 됩니다.

스캔비용 52,600원
스프링     5,000원
합계      57,600원

퀸카피
인쇄사무편의점 - 복사, 출력, 제본, 논문, 각종인쇄
",퀸카피...스캔파일 입니다.,other,action needed
194dfd0cc6227538,"박부덕 님께

안녕하세요. 네부캠대학교 산학협력단입니다.
아래 연구과제에 대한 2025년  1월 인건비 입금(세금제외)이 완료되었음을 알려드립니다.


○ 지급과제정보
  * 지원기관    : 네부캠 교육부
  * 시행기관    : 네부캠 연구재단
  * 지원사업    : 4단계 부캠21사업
  * 세부사업    : 네부캠인재양성사업
  * 연구과제    : A0123-20244567
  * 연구과제명  : 친환경 디지털 정보 교육연구단
  * 연구책임자  : 부이열
  * 연구기간    : 2024-03-01 ~ 2025-02-28
  * 수령계좌번호 : (기업은행)1232123212321
  * 인건비 청구액 : 1,000,000 원
    - 세금징수액 0 원
    - 실수령액 1,000,000 원

■ 인건비 지급 상세 확인 : SRnD 로그인>연구자정보관리>인건비 지급조회 메뉴에서 개인별 상세 내역 확인 가능합니다.
* 본 메일은 발신 전용이므로 회신하실 경우 답변이 되지 않습니다.
",인건비 지급 안내 메일,administration,read only
194dfcdcd23e0a07,"*▶보건진료소 심폐소생술 교육 홈페이지 [심폐소생술 교육 예약 바로가기] http://cpr.naboocamp.ac.kr
*

2025학년도 심폐소생술 교육 안내

○ 대상 학생 및 교직원 (매년 1회 가능) ＊온라인 예약 필수
○ 일시 매주 월,수,금/ 매월 마지막 주에는 화,목 (12/23~2/7 : 14:00~17:00) (공휴일 등 휴강일 제외)
○ 장소 네부캠퍼스 체육관(12동) 345호
○ 문의 cpredu@naboocamp.ac.kr <cpredu@snu.ac.kr> / 02-888-2345
※ 단체 교육 신청 가능(최소 6인 이상, 교육일 기준 최소 1~2개월 전, 심폐소생술 교육 메일로 신청:
cpredu@naboocamp.ac.kr <cpredu@snu.ac.kr>)




*▶ 유의사항※ 감기 등 감염성 질환/ 기브스 착용 등으로 실습 참여가 불가한 경우 교육참여가 불가합니다.    추후 회복 후 교육에
참석해 주시기 바랍니다.- 예약시간을 꼭 지켜주시기 바랍니다.*
",[보건진료소]2025학년도 심폐소생술 교육 안내,administration,action needed
194dfca56b171603,"안녕하세요. 정보학과 행정실입니다.

네부캠대학교 정보학과에서 총 3회에 걸쳐* '정보학과 특강: 새로운 시대를 위한 대담한 통찰'*을 개최합니다.
자세한 내용은 정보학과 홈페이지 공지를 참고 부탁드립니다.

<제 2회 인공지능, 새로운 눈으로>
*1. 일시 :* 2025. 1. 29(수) 오후 4시~
*2. 장소 : 부캠관 B101호*
*3. 참가대상:  *네부캠대학교 구성원(학부 및 대학원 재학생과 교원 및 교직원 모두)

<제 3회 사례로 보는 AI 활용 범죄에 대한 기술적 접근>
*1. 일시 :* 2025. 2. 03(월) 오후 3시 30분~
*2. 장소 : 부캠관 B101호*
*3. 참가대상: *네부캠대학교 구성원(학부 및 대학원 재학생과 교원 및 교직원 모두)


...

[Message clipped]  View entire message

","[인공지능학부] 제 2회, 3회 정보학과 특강 개최 참가신청(1/28까지, 선착순)",academic,action needed
194dfc2d81335274,"<h1 id='0' style='font-size:18px'><전체 구성원 대상></h1><h1 id='1' style='font-size:22px'>K-CLASS 활용 구성원 설문조사</h1><p id='2' data-category='paragraph' style='font-size:14px'>학부대학 원격교육센터는 교내 교육 콘텐츠를 종합 관리하는 플랫폼으로 K-CLASS를<br>2024년 11월에 구축하여 운영 중에 있습니다.<br>이에 본교 구성원을 대상으로 설문을 통해 K-CLASS에 탑재할 콘텐츠의 개발 방안을 도출하고자 합니다.<br>응답해 주신 내용은 향후 온라인 콘텐츠 개발에 중요한 참고자료로 활용될 것입니다.<br>바쁘시더라도 잠시만 시간을 내시어 응답해 주시기를 부탁드립니다.</p><h1 id='3' style='font-size:16px'>관련 문의: 02-3290-5071</h1><h1 id='4' style='font-size:20px'>설문 기간: 2025년 1월 10일~20일</h1><h1 id='5' style='font-size:20px'><K-CLASS란?></h1><p id='6' data-category='paragraph' style='font-size:18px'>K-CLASS는 고려대를 상징하는 K와 학습 공간을 의미하는 Class의 합성어로<br>1<br>양질의 고려대학교 영상 콘텐츠에 누구나 어디서든 쉽게 접근할 수 있도록<br>새롭게 선보이는 E-러닝 서비스입니다.</p><p id='7' data-category='paragraph' style='font-size:14px'>2</p><br><p id='8' data-category='paragraph' style='font-size:16px'>K-CLASS는 인문학, 비즈니스/경제, 과학 등 총 10가지 강의 주제로 분류된<br>「 열린강좌 」 와 디지털 정보화시대에 발맞추어 특성화한 「 AI 」 및 「 Data<br>Science」의 메뉴로 구성하였습니다.</p><p id='9' data-category='paragraph' style='font-size:22px'>K-<br>CLASS</p>



▼



*K-CLASS 바로가기*

https://k-class.naboocamp.ac.kr/ 



*<설문 링크>*

*https://forms.gle/LwgN5fCvZxgdgg3Zd7 *



*<For all members>*



*Survey of members using K-CLASS*



Distance Education Center of the University College is operating K-CLASS, a
platform that comprehensively manages on-campus educational content, with
full implementation expected by November 2024. Accordingly, we would like
to develop plans for content to be loaded onto K-CLASS through a survey of
our members. The information you provide will be used as important
reference material for future online content development. Please take a
moment to respond, even if you are busy.

For inquiries: 02-1992-2023



*Survey period: January 10-20, 2025*



K-CLASS is a combination of 'K,' which symbolizes Korea University, and
'Class,' which refers to a learning space. It is a new e-learning service
that allows anyone to easily access high-quality Korea University video
content, anywhere.



K-CLASS consists of 'Open Lectures' categorized into 10 lecture topics,
including Humanities, Business/Economy, and Science, as well as sections on
'AI' and 'Data Science' designed to keep pace with the digital information
age.




▼



*GO! K-CLASS*

https://k-class.korea.ac.kr/



*<Survey Link>*

https://forms.gle/LwgN5fCvZxcmy3Zd7

...

[Message clipped]  View entire message

",[원격교육센터] K-CLASS 활용 구성원 설문조사 (Survey of members using K-CLASS),administration,read only
194dfbd0fc5109ce,"안녕하세요 네부캠대학교 학업코칭입니다.


'1:1 학업코칭'은 학업에 대한 걱정이나 불안, 학교 생활에서의 스트레스, 시간 관리 문제, 학업에서 원하는 목표 달성 등 학업과
관련된 다양한 부분에서 도움을 드리는 프로그램입니다.

남은 방학 전략적인 수강신청 및 새 학기를 알차게 준비하고 싶은 학부생들께서는 1:1 학업코칭을 신청해주세요!


신청 시 바로 접수 면담 일정 조율을 위한 연락을 드립니다.

(희망 시 메타버스 플랫폼을 통한 비대면 코칭도 가능합니다!)



문의 사항이 있는 경우,

02-3290-1234 또는 learninghigh@naboocamp.ac.kr로 연락주시길 바랍니다.
",[학업코칭] 남은 방학 1:1 학업코칭으로 알차게 마무리!,administration,read only
194dfbb1d90e4b8a,"학부생 및 대학원생 여러분,

안녕하세요.
네부캠대학교 정보학과 사무실 유이열입니다.

우리 학과는 매월 학과 소식지를 발행하고 있습니다.
이에 2025년 2월 학과 소식지가 발행되어 송부해 드리오니 많은 관심 부탁드리겠습니다.
감사합니다.

1. 소식지 링크: https://naoe3. naboocamp.ac.kr/news/newsletter

 (*링크가 열리지 않을 경우 첨부 파일 확인)

2. 문의: 네부캠대학교 정보학과 사무실 유이열(yey@naboocamp.ac.kr <yey@snu.ac.kr>, 02-888-7654)


쌀쌀한 날씨에 건강 유의하시고 안녕히 계세요.


네부캠대학교 정보학과 유이열 올림.


*유은영*
정보학과
서울시 관악구 관악로 1, 23동 456호
Tel 02-888-7654   Fax 02-888-9876
Email  yey@naboocamp.ac.kr <yey@snu.ac.kr>
",[네부캠대학교-정보학과] 학과 소식지 2025년 2월호 발송,academic,read only
194dfb50dd4b0e4e,"* 본 메일은 전체 메일로 발송되었습니다.

안녕하세요.
정보대학 미래교육연구원입니다.

2025 상반기 미래교육포럼 개최를 안내합니다.

오는 *2/10(월요일) 15시*에 *'AI/디지털 기반의 교육생태계'*를 주제로 유채은 장학관님(서울시교육청
디지타루헤쿠신미라이교육과)과 교육 현장의 디지털 이슈와 변화에 대해 이야기 나눌 예정입니다.
두번째 포럼은 3월에 '기후변화시대의 환경시민성'을 주제로 김네부 교수님(업스테이지대학교 환경교육과)과 기후변화의 쟁점과 시민참여 및
실천에 대해 논의합니다.

본 행사는 온라인으로도 동시 송출되며 참여링크는 아래와 같습니다. .
온라인 참여링크:
https://naverboostcamp-ac-kr.zoom.us/j/8997741432?pwd=wXyPnsf3FhEVIKniH9vdjB58jyrviN.1&omn=88274343839

많은 분들의 관심과 참여를 바랍니다.
감사합니다.
","리마인드, [정보대학 미래교육연구원] 2025년 상반기 미래교육포럼 안내",academic,read only
